Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;184;-;1255895;-;4652
1;-;-;184;-;1255896;-;5035
1;-;-;184;-;1255897;-;5517
1;-;-;184;-;1255898;-;4149
1;-;-;184;-;1255899;-;4231
1;-;-;184;-;1255900;-;4918
1;-;-;184;-;1255901;-;5099
1;-;-;184;-;1255902;-;4676
1;-;-;184;-;1255903;-;5428
1;-;-;184;-;1255904;-;4783
1;-;-;184;-;1255905;-;3815
1;-;-;184;-;1255906;-;4125
1;-;-;184;-;1255907;-;3934
1;-;-;184;-;1255908;-;5626
1;-;-;184;-;1255909;-;5378
1;-;-;184;-;1255910;-;5615
1;-;-;184;-;1255911;-;5146
1;-;-;184;-;1255912;-;3970
1;-;-;184;-;1255913;-;4864
1;-;-;184;-;1255914;-;5380
1;-;-;184;-;1255915;-;3934
1;-;-;184;-;1255916;-;5122
1;-;-;184;-;1255917;-;4540
1;-;-;184;-;1255918;-;4262
1;-;-;184;-;1255919;-;5352
1;-;1;185;-;-;653483;-
1;-;-;185;1230;-;-;12112
1;-;-;185;1231;-;-;11030
1;-;-;185;1232;-;-;11214
1;-;-;185;1233;-;-;14791
1;-;-;185;1234;-;-;14111
1;-;-;185;1235;-;-;12202
1;-;-;185;-;1255920;-;5375
1;-;-;185;-;1255921;-;4536
1;-;-;185;-;1255922;-;5090
1;-;-;185;-;1255923;-;4705
1;-;-;185;-;1255924;-;4136
1;-;-;185;-;1255925;-;3780
1;-;-;185;-;1255926;-;5159
1;-;-;185;-;1255927;-;5581
1;-;-;185;-;1255928;-;5109
1;-;-;185;-;1255929;-;4423
1;-;-;185;-;1255930;-;4803
1;-;-;185;-;1255931;-;4279
1;-;-;185;-;1255932;-;4573
1;-;-;185;-;1255933;-;5304
1;-;-;185;-;1255934;-;5329
1;-;-;185;-;1255935;-;4658
1;-;-;185;-;1255936;-;4398
1;-;-;185;-;1255937;-;4856
1;-;-;185;-;1255938;-;4621
1;-;-;185;-;1255939;-;4749
1;-;-;185;-;1255940;-;4940
1;-;-;185;-;1255941;-;5238
1;-;-;185;-;1255942;-;4069
1;-;-;185;-;1255943;-;4481
1;-;-;185;-;1255944;-;5616
1;-;-;185;-;1255945;-;5461
1;-;-;185;-;1255946;-;4034
1;-;-;185;-;1255947;-;3773
1;-;-;185;-;1255948;-;5603
1;-;-;185;-;1255949;-;4362
1;-;-;185;-;1255950;-;3901
1;-;-;185;-;1255951;-;5460
1;-;-;185;-;1255952;-;4107
1;-;-;185;-;1255953;-;4995
1;-;-;185;-;1255954;-;4212
1;-;-;185;-;1255955;-;3789
1;-;-;185;-;1255956;-;5516
1;-;-;185;-;1255957;-;5303
1;-;-;185;-;1255958;-;4911
1;-;-;185;-;1255959;-;4611
1;-;-;185;-;1255960;-;4838
1;-;-;185;-;1255961;-;4964
1;-;-;185;-;1255962;-;5154
1;-;-;185;-;1255963;-;5331
1;-;-;185;-;1255964;-;4004
1;-;-;185;-;1255965;-;4561
1;-;-;185;-;1255966;-;4145
1;-;-;185;-;1255967;-;4286
1;-;-;185;-;1255968;-;4732
1;-;1;186;-;-;792450;-
1;-;-;186;1236;-;-;14920
1;-;-;186;1237;-;-;14788
1;-;-;186;1238;-;-;14475
1;-;-;186;1239;-;-;16152
1;-;-;186;1240;-;-;12474
1;-;-;186;1241;-;-;15472
1;-;-;186;-;1255969;-;5604
1;-;-;186;-;1255970;-;5308
1;-;-;186;-;1255971;-;4544
1;-;-;186;-;1255972;-;4397
1;-;-;186;-;1255973;-;5570
1;-;-;186;-;1255974;-;4800
1;-;-;186;-;1255975;-;4377
1;-;-;186;-;1255976;-;5311
1;-;-;186;-;1255977;-;4645
1;-;-;186;-;1255978;-;4478
1;-;-;186;-;1255979;-;4517
1;-;-;186;-;1255980;-;4407
1;-;-;186;-;1255981;-;5097
1;-;-;186;-;1255982;-;4847
1;-;-;186;-;1255983;-;4082
1;-;-;186;-;1255984;-;4945
1;-;-;186;-;1255985;-;4387
1;-;-;186;-;1255986;-;4463
1;-;-;186;-;1255987;-;3872
1;-;-;186;-;1255988;-;4084
1;-;-;186;-;1255989;-;5503
1;-;-;186;-;1255990;-;4133
1;-;-;186;-;1255991;-;4137
1;-;-;186;-;1255992;-;3932
1;-;-;186;-;1255993;-;4901
1;-;-;186;-;1255994;-;4952
1;-;-;186;-;1255995;-;4735
1;-;-;186;-;1255996;-;5575
1;-;-;186;-;1255997;-;4702
1;-;-;186;-;1255998;-;4792
1;-;-;186;-;1255999;-;4806
1;-;-;186;-;1256000;-;4076
1;-;-;186;-;1256001;-;4445
1;-;-;186;-;1256002;-;5542
1;-;-;186;-;1256003;-;3765
1;-;-;186;-;1256004;-;5508
1;-;-;186;-;1256005;-;4644
1;-;-;186;-;1256006;-;5473
1;-;-;186;-;1256007;-;3994
1;-;-;186;-;1256008;-;4021
1;-;-;186;-;1256009;-;5582
1;-;-;186;-;1256010;-;4998
1;-;-;186;-;1256011;-;4137
1;-;-;186;-;1256012;-;5098
1;-;-;186;-;1256013;-;4946
1;-;-;186;-;1256014;-;5129
1;-;-;186;-;1256015;-;4344
1;-;-;186;-;1256016;-;5094
1;-;-;186;-;1256017;-;4913
1;-;1;187;-;-;681032;-
1;-;-;187;1242;-;-;16314
1;-;-;187;1243;-;-;12905
1;-;-;187;1244;-;-;16252
1;-;-;187;1245;-;-;12724
1;-;-;187;1246;-;-;13837
1;-;-;187;1247;-;-;14182
1;-;-;187;1248;-;-;15511
1;-;-;187;-;1256018;-;5148
1;-;-;187;-;1256019;-;5635
1;-;-;187;-;1256020;-;5284
1;-;-;187;-;1256021;-;5132
1;-;-;187;-;1256022;-;4639
1;-;-;187;-;1256023;-;4935
1;-;-;187;-;1256024;-;4070
1;-;-;187;-;1256025;-;4368
1;-;-;187;-;1256026;-;4173
1;-;-;187;-;1256027;-;4473
1;-;-;187;-;1256028;-;4055
1;-;-;187;-;1256029;-;5274
1;-;-;187;-;1256030;-;4296
1;-;-;187;-;1256031;-;5138
1;-;-;187;-;1256032;-;5145
1;-;-;187;-;1256033;-;4121
1;-;-;187;-;1256034;-;5316
1;-;-;187;-;1256035;-;4827
1;-;-;187;-;1256036;-;4523
1;-;-;187;-;1256037;-;4645
1;-;-;187;-;1256038;-;4921
1;-;-;187;-;1256039;-;5057
1;-;-;187;-;1256040;-;4066
1;-;-;187;-;1256041;-;4014
1;-;-;187;-;1256042;-;5044
1;-;-;187;-;1256043;-;4753
1;-;-;187;-;1256044;-;4536
1;-;-;187;-;1256045;-;4156
1;-;-;187;-;1256046;-;5556
1;-;-;187;-;1256047;-;5027
1;-;-;187;-;1256048;-;5511
1;-;-;187;-;1256049;-;4074
1;-;-;187;-;1256050;-;4871
1;-;-;187;-;1256051;-;4156
1;-;-;187;-;1256052;-;5516
1;-;-;187;-;1256053;-;4901
1;-;-;187;-;1256054;-;5507
1;-;-;187;-;1256055;-;4346
1;-;-;187;-;1256056;-;4437
1;-;-;187;-;1256057;-;5600
1;-;-;187;-;1256058;-;3910
1;-;-;187;-;1256059;-;4336
1;-;-;187;-;1256060;-;5548
1;-;-;187;-;1256061;-;4201
1;-;-;187;-;1256062;-;4239
1;-;-;187;-;1256063;-;4730
1;-;-;187;-;1256064;-;4535
1;-;-;187;-;1256065;-;4311
1;-;-;187;-;1256066;-;4117
1;-;1;188;-;-;801794;-
1;-;-;188;1249;-;-;13054
1;-;-;188;1250;-;-;15119
1;-;-;188;1251;-;-;11949
1;-;-;188;1252;-;-;11557
1;-;-;188;1253;-;-;12930
1;-;-;188;1254;-;-;10968
1;-;-;188;-;1256067;-;5503
1;-;-;188;-;1256068;-;3897
1;-;-;188;-;1256069;-;5515
1;-;-;188;-;1256070;-;4914
1;-;-;188;-;1256071;-;4224
1;-;-;188;-;1256072;-;5189
1;-;-;188;-;1256073;-;5234
1;-;-;188;-;1256074;-;4247
1;-;-;188;-;1256075;-;4783
1;-;-;188;-;1256076;-;4383
1;-;-;188;-;1256077;-;4033
1;-;-;188;-;1256078;-;4545
1;-;-;188;-;1256079;-;3820
1;-;-;188;-;1256080;-;3916
1;-;-;188;-;1256081;-;4181
1;-;-;188;-;1256082;-;3871
1;-;-;188;-;1256083;-;5552
1;-;-;188;-;1256084;-;5044
1;-;-;188;-;1256085;-;5162
1;-;-;188;-;1256086;-;4028
1;-;-;188;-;1256087;-;4581
1;-;-;188;-;1256088;-;4780
1;-;-;188;-;1256089;-;4318
1;-;-;188;-;1256090;-;5154
1;-;-;188;-;1256091;-;3950
1;-;-;188;-;1256092;-;5291
1;-;-;188;-;1256093;-;5118
1;-;-;188;-;1256094;-;3895
1;-;-;188;-;1256095;-;3823
1;-;-;188;-;1256096;-;5396
1;-;-;188;-;1256097;-;5518
1;-;-;188;-;1256098;-;4745
1;-;-;188;-;1256099;-;3873
1;-;-;188;-;1256100;-;4103
1;-;-;188;-;1256101;-;5195
1;-;-;188;-;1256102;-;4290
1;-;-;188;-;1256103;-;4862
1;-;-;188;-;1256104;-;5378
1;-;-;188;-;1256105;-;5296
1;-;-;188;-;1256106;-;4058
1;-;-;188;-;1256107;-;5027
1;-;-;188;-;1256108;-;4371
1;-;-;188;-;1256109;-;4580
1;-;-;188;-;1256110;-;4746
1;-;-;188;-;1256111;-;4504
1;-;1;189;-;-;638846;-
1;-;-;189;1255;-;-;13010
1;-;-;189;1256;-;-;15076
1;-;-;189;1257;-;-;14267
1;-;-;189;1258;-;-;15636
1;-;-;189;1259;-;-;11805
1;-;-;189;1260;-;-;14862
1;-;-;189;1261;-;-;12229
1;-;-;189;1262;-;-;10991
1;-;-;189;1263;-;-;15808
1;-;-;189;-;1256112;-;4761
1;-;-;189;-;1256113;-;5128
1;-;-;189;-;1256114;-;3819
1;-;-;189;-;1256115;-;4513
1;-;-;189;-;1256116;-;5396
1;-;-;189;-;1256117;-;5236
1;-;-;189;-;1256118;-;5630
1;-;-;189;-;1256119;-;5482
1;-;-;189;-;1256120;-;5294
1;-;-;189;-;1256121;-;4446
1;-;-;189;-;1256122;-;5345
1;-;-;189;-;1256123;-;5251
1;-;-;189;-;1256124;-;4936
1;-;-;189;-;1256125;-;4537
1;-;-;189;-;1256126;-;3950
1;-;-;189;-;1256127;-;4989
1;-;-;189;-;1256128;-;5108
1;-;-;189;-;1256129;-;3981
1;-;-;189;-;1256130;-;4290
1;-;-;189;-;1256131;-;5125
1;-;-;189;-;1256132;-;3915
1;-;-;189;-;1256133;-;5145
1;-;-;189;-;1256134;-;4023
1;-;-;189;-;1256135;-;5510
1;-;-;189;-;1256136;-;4406
1;-;-;189;-;1256137;-;4920
1;-;-;189;-;1256138;-;4659
1;-;-;189;-;1256139;-;4591
1;-;-;189;-;1256140;-;4958
1;-;-;189;-;1256141;-;4040
1;-;-;189;-;1256142;-;4867
1;-;-;189;-;1256143;-;4823
1;-;-;189;-;1256144;-;4168
1;-;-;189;-;1256145;-;4115
1;-;-;189;-;1256146;-;4482
1;-;1;190;-;-;795197;-
1;-;-;190;1264;-;-;11201
1;-;-;190;1265;-;-;11704
1;-;-;190;1266;-;-;11144
1;-;-;190;1267;-;-;15334
1;-;-;190;1268;-;-;16133
1;-;-;190;1269;-;-;13328
1;-;-;190;1270;-;-;12454
1;-;-;190;-;1256147;-;5073
1;-;-;190;-;1256148;-;3937
1;-;-;190;-;1256149;-;4284
1;-;-;190;-;1256150;-;5436
1;-;-;190;-;1256151;-;5398
1;-;-;190;-;1256152;-;4477
1;-;-;190;-;1256153;-;4821
1;-;-;190;-;1256154;-;5439
1;-;-;190;-;1256155;-;3957
1;-;-;190;-;1256156;-;4943
1;-;-;190;-;1256157;-;4852
1;-;-;190;-;1256158;-;4551
1;-;-;190;-;1256159;-;5478
1;-;-;190;-;1256160;-;4604
1;-;-;190;-;1256161;-;4451
1;-;-;190;-;1256162;-;5127
1;-;-;190;-;1256163;-;3871
1;-;-;190;-;1256164;-;4249
1;-;-;190;-;1256165;-;3908
1;-;-;190;-;1256166;-;3773
1;-;-;190;-;1256167;-;5283
1;-;-;190;-;1256168;-;3992
1;-;-;190;-;1256169;-;4237
1;-;-;190;-;1256170;-;3918
1;-;-;190;-;1256171;-;4333
1;-;-;190;-;1256172;-;5260
1;-;-;190;-;1256173;-;5614
1;-;-;190;-;1256174;-;5395
1;-;-;190;-;1256175;-;5116
1;-;-;190;-;1256176;-;5483
1;-;-;190;-;1256177;-;4217
1;-;-;190;-;1256178;-;5024
1;-;-;190;-;1256179;-;3871
1;-;-;190;-;1256180;-;4451
1;-;-;190;-;1256181;-;4988
1;-;-;190;-;1256182;-;5050
1;-;-;190;-;1256183;-;4514
1;-;-;190;-;1256184;-;4190
1;-;-;190;-;1256185;-;4349
1;-;-;190;-;1256186;-;4896
1;-;-;190;-;1256187;-;4849
1;-;-;190;-;1256188;-;4673
1;-;-;190;-;1256189;-;4167
1;-;-;190;-;1256190;-;4129
1;-;-;190;-;1256191;-;5424
1;-;-;190;-;1256192;-;5352
1;-;-;190;-;1256193;-;4142
1;-;-;190;-;1256194;-;3942
1;-;-;190;-;1256195;-;5106
1;-;-;190;-;1256196;-;5470
1;-;1;191;-;-;759687;-
1;-;-;191;1271;-;-;15681
1;-;-;191;1272;-;-;12055
1;-;-;191;1273;-;-;13791
1;-;-;191;1274;-;-;12693
1;-;-;191;1275;-;-;15116
1;-;-;191;1276;-;-;12858
1;-;-;191;1277;-;-;14884
1;-;-;191;1278;-;-;14290
1;-;-;191;-;1256197;-;4051
1;-;-;191;-;1256198;-;3838
1;-;-;191;-;1256199;-;5346
1;-;-;191;-;1256200;-;4673
1;-;-;191;-;1256201;-;4985
1;-;-;191;-;1256202;-;4871
1;-;-;191;-;1256203;-;5471
1;-;-;191;-;1256204;-;4093
1;-;-;191;-;1256205;-;4353
1;-;-;191;-;1256206;-;4788
1;-;-;191;-;1256207;-;5359
1;-;-;191;-;1256208;-;5582
1;-;-;191;-;1256209;-;3847
1;-;-;191;-;1256210;-;3992
1;-;-;191;-;1256211;-;5092
1;-;-;191;-;1256212;-;4026
1;-;-;191;-;1256213;-;5009
1;-;-;191;-;1256214;-;4782
1;-;-;191;-;1256215;-;4808
1;-;-;191;-;1256216;-;4291
1;-;-;191;-;1256217;-;4406
1;-;-;191;-;1256218;-;4880
1;-;-;191;-;1256219;-;3826
1;-;-;191;-;1256220;-;4458
1;-;-;191;-;1256221;-;4170
1;-;-;191;-;1256222;-;5230
1;-;-;191;-;1256223;-;4992
1;-;-;191;-;1256224;-;4944
1;-;-;191;-;1256225;-;4247
1;-;-;191;-;1256226;-;4564
1;-;-;191;-;1256227;-;4328
1;-;-;191;-;1256228;-;4137
1;-;-;191;-;1256229;-;5247
1;-;-;191;-;1256230;-;4200
1;-;-;191;-;1256231;-;4771
1;-;-;191;-;1256232;-;4231
1;-;-;191;-;1256233;-;4342
1;-;-;191;-;1256234;-;4942
1;-;-;191;-;1256235;-;3891
1;-;-;191;-;1256236;-;3860
1;-;-;191;-;1256237;-;4068
1;-;-;191;-;1256238;-;5530
1;-;-;191;-;1256239;-;4031
1;-;1;192;-;-;548123;-
1;-;-;192;1279;-;-;16193
1;-;-;192;1280;-;-;13328
1;-;-;192;1281;-;-;11967
1;-;-;192;1282;-;-;11034
1;-;-;192;1283;-;-;15834
1;-;-;192;1284;-;-;13167
1;-;-;192;1285;-;-;14415
1;-;-;192;1286;-;-;13490
1;-;-;192;-;1256240;-;3992
1;-;-;192;-;1256241;-;4152
1;-;-;192;-;1256242;-;4026
1;-;-;192;-;1256243;-;5409
1;-;-;192;-;1256244;-;4899
1;-;-;192;-;1256245;-;5361
1;-;-;192;-;1256246;-;4340
1;-;-;192;-;1256247;-;4542
1;-;-;192;-;1256248;-;5379
1;-;-;192;-;1256249;-;5040
1;-;-;192;-;1256250;-;5102
1;-;-;192;-;1256251;-;4449
1;-;-;192;-;1256252;-;4588
1;-;-;192;-;1256253;-;5454
1;-;-;192;-;1256254;-;4577
1;-;-;192;-;1256255;-;4967
1;-;-;192;-;1256256;-;5006
1;-;-;192;-;1256257;-;5282
1;-;-;192;-;1256258;-;4650
1;-;-;192;-;1256259;-;4924
1;-;-;192;-;1256260;-;5152
1;-;-;192;-;1256261;-;5443
1;-;-;192;-;1256262;-;5278
1;-;-;192;-;1256263;-;4689
1;-;-;192;-;1256264;-;3901
1;-;-;192;-;1256265;-;4258
1;-;-;192;-;1256266;-;5051
1;-;-;192;-;1256267;-;4794
1;-;-;192;-;1256268;-;4664
1;-;-;192;-;1256269;-;5442
1;-;-;192;-;1256270;-;4405
1;-;-;192;-;1256271;-;4580
1;-;-;192;-;1256272;-;4113
1;-;-;192;-;1256273;-;4289
1;-;-;192;-;1256274;-;5390
1;-;-;192;-;1256275;-;4504
1;-;-;192;-;1256276;-;4577
1;-;-;192;-;1256277;-;4149
1;-;-;192;-;1256278;-;5399
1;-;-;192;-;1256279;-;5019
1;-;-;192;-;1256280;-;5524
1;-;-;192;-;1256281;-;5073
1;-;-;192;-;1256282;-;5092
1;-;-;192;-;1256283;-;5536
1;-;-;192;-;1256284;-;5252
1;-;-;192;-;1256285;-;3881
1;-;-;192;-;1256286;-;4033
1;-;-;192;-;1256287;-;5417
1;-;-;192;-;1256288;-;5015
1;-;-;192;-;1256289;-;5617
1;-;-;192;-;1256290;-;5340
1;-;1;193;-;-;788543;-
1;-;-;193;1287;-;-;13383
1;-;-;193;1288;-;-;12938
1;-;-;193;1289;-;-;14374
1;-;-;193;1290;-;-;13327
1;-;-;193;1291;-;-;10940
1;-;-;193;1292;-;-;11872
1;-;-;193;-;1256291;-;5483
1;-;-;193;-;1256292;-;4995
1;-;-;193;-;1256293;-;5242
1;-;-;193;-;1256294;-;4354
1;-;-;193;-;1256295;-;5456
1;-;-;193;-;1256296;-;5241
1;-;-;193;-;1256297;-;5047
1;-;-;193;-;1256298;-;3802
1;-;-;193;-;1256299;-;5117
1;-;-;193;-;1256300;-;4970
1;-;-;193;-;1256301;-;4126
1;-;-;193;-;1256302;-;4470
1;-;-;193;-;1256303;-;5101
1;-;-;193;-;1256304;-;4029
1;-;-;193;-;1256305;-;4622
1;-;-;193;-;1256306;-;4419
1;-;-;193;-;1256307;-;5523
1;-;-;193;-;1256308;-;5079
1;-;-;193;-;1256309;-;4187
1;-;-;193;-;1256310;-;5557
1;-;-;193;-;1256311;-;4538
1;-;-;193;-;1256312;-;5412
1;-;-;193;-;1256313;-;4428
1;-;-;193;-;1256314;-;4680
1;-;-;193;-;1256315;-;5070
1;-;-;193;-;1256316;-;4329
1;-;-;193;-;1256317;-;3992
1;-;-;193;-;1256318;-;4048
1;-;-;193;-;1256319;-;3879
1;-;-;193;-;1256320;-;4050
1;-;-;193;-;1256321;-;4797
1;-;-;193;-;1256322;-;4783
1;-;-;193;-;1256323;-;4287
1;-;-;193;-;1256324;-;4178
1;-;-;193;-;1256325;-;5074
1;-;-;193;-;1256326;-;4209
1;-;-;193;-;1256327;-;5488
1;-;-;193;-;1256328;-;5071
1;-;-;193;-;1256329;-;4558
1;-;-;193;-;1256330;-;4678
1;-;-;193;-;1256331;-;5112
1;-;-;193;-;1256332;-;5205
1;-;-;193;-;1256333;-;4332
1;-;-;193;-;1256334;-;5178
1;-;-;193;-;1256335;-;3804
1;-;-;193;-;1256336;-;5553
1;-;-;193;-;1256337;-;4367
1;-;-;193;-;1256338;-;5197
1;-;-;193;-;1256339;-;3950
1;-;1;194;-;-;601114;-
1;-;-;194;1293;-;-;15663
1;-;-;194;1294;-;-;15189
1;-;-;194;1295;-;-;16302
1;-;-;194;1296;-;-;13680
1;-;-;194;1297;-;-;10995
1;-;-;194;-;1256340;-;4142
1;-;-;194;-;1256341;-;4517
1;-;-;194;-;1256342;-;4328
1;-;-;194;-;1256343;-;3899
1;-;-;194;-;1256344;-;4272
1;-;-;194;-;1256345;-;3962
1;-;-;194;-;1256346;-;4826
1;-;-;194;-;1256347;-;5382
1;-;-;194;-;1256348;-;4985
1;-;-;194;-;1256349;-;4939
1;-;-;194;-;1256350;-;4603
1;-;-;194;-;1256351;-;3878
1;-;-;194;-;1256352;-;5215
1;-;-;194;-;1256353;-;4391
1;-;-;194;-;1256354;-;4801
1;-;-;194;-;1256355;-;4149
1;-;-;194;-;1256356;-;4835
1;-;-;194;-;1256357;-;5035
1;-;-;194;-;1256358;-;4577
1;-;-;194;-;1256359;-;5386
1;-;-;194;-;1256360;-;4297
1;-;-;194;-;1256361;-;4590
1;-;-;194;-;1256362;-;4886
1;-;-;194;-;1256363;-;5311
1;-;-;194;-;1256364;-;5636
1;-;-;194;-;1256365;-;5495
1;-;-;194;-;1256366;-;3794
1;-;-;194;-;1256367;-;4029
1;-;-;194;-;1256368;-;5619
1;-;-;194;-;1256369;-;3810
1;-;-;194;-;1256370;-;4603
1;-;-;194;-;1256371;-;5193
1;-;-;194;-;1256372;-;4953
1;-;-;194;-;1256373;-;4961
1;-;-;194;-;1256374;-;5244
1;-;-;194;-;1256375;-;5462
1;-;-;194;-;1256376;-;4103
1;-;-;194;-;1256377;-;4975
1;-;-;194;-;1256378;-;5014
1;-;-;194;-;1256379;-;5430
1;-;-;194;-;1256380;-;3998
1;-;-;194;-;1256381;-;5324
1;-;-;194;-;1256382;-;4084
1;-;-;194;-;1256383;-;4205
1;-;1;195;-;-;757936;-
1;-;-;195;1298;-;-;15202
1;-;-;195;1299;-;-;12302
1;-;-;195;1300;-;-;11085
1;-;-;195;1301;-;-;15575
1;-;-;195;1302;-;-;12426
1;-;-;195;1303;-;-;15096
1;-;-;195;1304;-;-;11878
1;-;-;195;-;1256384;-;5097
1;-;-;195;-;1256385;-;4545
1;-;-;195;-;1256386;-;4183
1;-;-;195;-;1256387;-;4049
1;-;-;195;-;1256388;-;5341
1;-;-;195;-;1256389;-;4638
1;-;-;195;-;1256390;-;5139
1;-;-;195;-;1256391;-;5004
1;-;-;195;-;1256392;-;5291
1;-;-;195;-;1256393;-;5205
1;-;-;195;-;1256394;-;4952
1;-;-;195;-;1256395;-;5538
1;-;-;195;-;1256396;-;5153
1;-;-;195;-;1256397;-;5555
1;-;-;195;-;1256398;-;4330
1;-;-;195;-;1256399;-;4423
1;-;-;195;-;1256400;-;5605
1;-;-;195;-;1256401;-;3839
1;-;-;195;-;1256402;-;4518
1;-;-;195;-;1256403;-;5532
1;-;-;195;-;1256404;-;3826
1;-;-;195;-;1256405;-;4478
1;-;-;195;-;1256406;-;3838
1;-;-;195;-;1256407;-;5419
1;-;-;195;-;1256408;-;4231
1;-;-;195;-;1256409;-;4134
1;-;-;195;-;1256410;-;5617
1;-;-;195;-;1256411;-;4544
1;-;-;195;-;1256412;-;4950
1;-;-;195;-;1256413;-;4357
1;-;-;195;-;1256414;-;4283
1;-;-;195;-;1256415;-;5488
1;-;-;195;-;1256416;-;4359
1;-;-;195;-;1256417;-;4341
1;-;-;195;-;1256418;-;3866
1;-;-;195;-;1256419;-;4309
1;-;-;195;-;1256420;-;4201
1;-;-;195;-;1256421;-;4939
1;-;-;195;-;1256422;-;4366
1;-;1;196;-;-;828779;-
1;-;-;196;1305;-;-;11011
1;-;-;196;1306;-;-;13412
1;-;-;196;1307;-;-;11221
1;-;-;196;1308;-;-;14553
1;-;-;196;1309;-;-;11006
1;-;-;196;1310;-;-;12297
1;-;-;196;1311;-;-;15489
1;-;-;196;-;1256423;-;4640
1;-;-;196;-;1256424;-;4558
1;-;-;196;-;1256425;-;4371
1;-;-;196;-;1256426;-;4284
1;-;-;196;-;1256427;-;5004
1;-;-;196;-;1256428;-;5269
1;-;-;196;-;1256429;-;3976
1;-;-;196;-;1256430;-;4002
1;-;-;196;-;1256431;-;4004
1;-;-;196;-;1256432;-;4581
1;-;-;196;-;1256433;-;3816
1;-;-;196;-;1256434;-;4981
1;-;-;196;-;1256435;-;4689
1;-;-;196;-;1256436;-;4262
1;-;-;196;-;1256437;-;4832
1;-;-;196;-;1256438;-;5466
1;-;-;196;-;1256439;-;4964
1;-;-;196;-;1256440;-;4850
1;-;-;196;-;1256441;-;5357
1;-;-;196;-;1256442;-;5618
1;-;-;196;-;1256443;-;5252
1;-;-;196;-;1256444;-;4501
1;-;-;196;-;1256445;-;4898
1;-;-;196;-;1256446;-;5375
1;-;-;196;-;1256447;-;4812
1;-;-;196;-;1256448;-;5595
1;-;-;196;-;1256449;-;5159
1;-;-;196;-;1256450;-;4417
1;-;-;196;-;1256451;-;5124
1;-;-;196;-;1256452;-;5480
1;-;-;196;-;1256453;-;4933
1;-;-;196;-;1256454;-;4462
1;-;-;196;-;1256455;-;4918
1;-;-;196;-;1256456;-;3778
1;-;-;196;-;1256457;-;4465
1;-;-;196;-;1256458;-;5477
1;-;-;196;-;1256459;-;4376
1;-;-;196;-;1256460;-;4426
1;-;-;196;-;1256461;-;4036
1;-;-;196;-;1256462;-;4472
1;-;-;196;-;1256463;-;4619
1;-;-;196;-;1256464;-;5511
1;-;-;196;-;1256465;-;4443
1;-;1;197;-;-;718966;-
1;-;-;197;1312;-;-;15626
1;-;-;197;1313;-;-;15623
1;-;-;197;1314;-;-;14188
1;-;-;197;1315;-;-;12680
1;-;-;197;1316;-;-;15659
1;-;-;197;1317;-;-;16054
1;-;-;197;1318;-;-;15667
1;-;-;197;-;1256466;-;4084
1;-;-;197;-;1256467;-;4209
1;-;-;197;-;1256468;-;5006
1;-;-;197;-;1256469;-;4380
1;-;-;197;-;1256470;-;5065
1;-;-;197;-;1256471;-;4739
1;-;-;197;-;1256472;-;5620
1;-;-;197;-;1256473;-;4337
1;-;-;197;-;1256474;-;3759
1;-;-;197;-;1256475;-;4292
1;-;-;197;-;1256476;-;3897
1;-;-;197;-;1256477;-;5301
1;-;-;197;-;1256478;-;5451
1;-;-;197;-;1256479;-;4400
1;-;-;197;-;1256480;-;4655
1;-;-;197;-;1256481;-;4682
1;-;-;197;-;1256482;-;4259
1;-;-;197;-;1256483;-;3805
1;-;-;197;-;1256484;-;5353
1;-;-;197;-;1256485;-;5378
1;-;-;197;-;1256486;-;4544
1;-;-;197;-;1256487;-;4017
1;-;-;197;-;1256488;-;4972
1;-;-;197;-;1256489;-;4160
1;-;-;197;-;1256490;-;5056
1;-;-;197;-;1256491;-;4907
1;-;-;197;-;1256492;-;4923
1;-;-;197;-;1256493;-;5278
1;-;-;197;-;1256494;-;5360
1;-;-;197;-;1256495;-;4558
1;-;-;197;-;1256496;-;5153
1;-;-;197;-;1256497;-;4431
1;-;-;197;-;1256498;-;5139
1;-;-;197;-;1256499;-;4293
1;-;-;197;-;1256500;-;4969
1;-;-;197;-;1256501;-;4376
1;-;-;197;-;1256502;-;4893
1;-;-;197;-;1256503;-;4367
1;-;-;197;-;1256504;-;5115
1;-;-;197;-;1256505;-;4140
1;-;-;197;-;1256506;-;5266
1;-;-;197;-;1256507;-;3998
1;-;1;198;-;-;775084;-
1;-;-;198;1319;-;-;11797
1;-;-;198;1320;-;-;12098
1;-;-;198;1321;-;-;12021
1;-;-;198;1322;-;-;14190
1;-;-;198;1323;-;-;11420
1;-;-;198;1324;-;-;12060
1;-;-;198;1325;-;-;15458
1;-;-;198;-;1256508;-;3985
1;-;-;198;-;1256509;-;5158
1;-;-;198;-;1256510;-;4842
1;-;-;198;-;1256511;-;5504
1;-;-;198;-;1256512;-;5180
1;-;-;198;-;1256513;-;4683
1;-;-;198;-;1256514;-;4206
1;-;-;198;-;1256515;-;4797
1;-;-;198;-;1256516;-;4677
1;-;-;198;-;1256517;-;5387
1;-;-;198;-;1256518;-;4437
1;-;-;198;-;1256519;-;4755
1;-;-;198;-;1256520;-;5189
1;-;-;198;-;1256521;-;5310
1;-;-;198;-;1256522;-;5181
1;-;-;198;-;1256523;-;4544
1;-;-;198;-;1256524;-;4065
1;-;-;198;-;1256525;-;5195
